Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Year,Month,Month_Num
6077,CA-2016-151561,2016-09-01,2016-09-07,Standard Class,PG-18820,Consumer,United States,New York City,New York,East,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,468.9,6,0.0,206.316,2016,September,9
6078,CA-2016-151561,2016-09-01,2016-09-07,Standard Class,PG-18820,Consumer,United States,New York City,New York,East,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,72.48,2,0.0,30.4416,2016,September,9
6079,CA-2016-151561,2016-09-01,2016-09-07,Standard Class,PG-18820,Consumer,United States,New York City,New York,East,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,10.95,3,0.0,3.285,2016,September,9
6080,CA-2016-151561,2016-09-01,2016-09-07,Standard Class,PG-18820,Consumer,United States,New York City,New York,East,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",191.82,3,0.0,61.3824,2016,September,9
6081,CA-2017-154676,2017-08-05,2017-08-08,First Class,NZ-18565,Home Office,United States,Houston,Texas,Central,OFF-ST-10001172,Office Supplies,Storage,"Tennsco Lockers, Sand",151.056,9,0.2,7.5528,2017,August,8
6123,CA-2017-152660,2017-12-04,2017-12-09,Standard Class,CB-12415,Consumer,United States,Chicago,Illinois,Central,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,61.568,2,0.2,4.6176,2017,December,12
6125,CA-2017-145772,2017-06-03,2017-06-07,Standard Class,SS-20140,Corporate,United States,Los Angeles,California,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,44.75,5,0.0,8.5025,2017,June,6
6126,CA-2017-145772,2017-06-03,2017-06-07,Standard Class,SS-20140,Corporate,United States,Los Angeles,California,West,OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,11.96,2,0.0,5.382,2017,June,6
6127,CA-2017-145772,2017-06-03,2017-06-07,Standard Class,SS-20140,Corporate,United States,Los Angeles,California,West,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,3.912,1,0.2,1.2714,2017,June,6
6135,CA-2016-146766,2016-11-04,2016-11-04,Same Day,TT-21220,Consumer,United States,Chula Vista,California,West,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,192.8,4,0.0,55.912,2016,November,11
6151,US-2016-106600,2016-04-08,2016-04-11,First Class,RM-19375,Consumer,United States,Columbus,Georgia,South,FUR-BO-10001608,Furniture,Bookcases,"Hon Metal Bookcases, Black",354.9,5,0.0,88.725,2016,April,4
6153,CA-2017-139437,2017-07-03,2017-07-08,Standard Class,RD-19585,Consumer,United States,Los Angeles,California,West,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,87.92,4,0.0,0.8792,2017,July,7
6158,CA-2016-104150,2016-08-03,2016-08-05,Second Class,AG-10330,Consumer,United States,Tulsa,Oklahoma,Central,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",81.54,3,0.0,38.3238,2016,August,8
6159,CA-2016-104150,2016-08-03,2016-08-05,Second Class,AG-10330,Consumer,United States,Tulsa,Oklahoma,Central,TEC-AC-10004803,Technology,Accessories,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,167.28,12,0.0,23.4192,2016,August,8
6160,CA-2016-161025,2016-12-03,2016-12-09,Standard Class,GM-14440,Consumer,United States,Los Angeles,California,West,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,772.68,4,0.0,108.1752,2016,December,12
6173,US-2014-106299,2014-08-02,2014-08-08,Standard Class,NZ-18565,Home Office,United States,Springfield,Missouri,Central,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,26.7,5,0.0,12.549,2014,August,8
6174,US-2014-106299,2014-08-02,2014-08-08,Standard Class,NZ-18565,Home Office,United States,Springfield,Missouri,Central,TEC-AC-10003237,Technology,Accessories,Memorex Micro Travel Drive 4 GB,21.2,2,0.0,9.116,2014,August,8
6175,US-2014-106299,2014-08-02,2014-08-08,Standard Class,NZ-18565,Home Office,United States,Springfield,Missouri,Central,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,838.38,2,0.0,226.3626,2014,August,8
6186,CA-2015-138331,2015-08-07,2015-08-12,Standard Class,JK-15625,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,106.8,10,0.2,10.68,2015,August,8
6190,CA-2017-157903,2017-04-04,2017-04-08,Standard Class,AM-10705,Consumer,United States,Des Plaines,Illinois,Central,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,383.84,4,0.2,47.98,2017,April,4
6205,CA-2017-145660,2017-12-01,2017-12-03,First Class,MG-17650,Home Office,United States,Marion,Ohio,East,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,7.712,2,0.2,1.7352,2017,December,12
6226,CA-2015-133445,2015-10-05,2015-10-09,Standard Class,JF-15490,Consumer,United States,Portland,Oregon,West,FUR-BO-10003660,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",66.294,1,0.7,-103.8606,2015,October,10
6227,CA-2015-133445,2015-10-05,2015-10-09,Standard Class,JF-15490,Consumer,United States,Portland,Oregon,West,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,291.168,4,0.2,-14.5584,2015,October,10
6228,CA-2014-148782,2014-11-02,2014-11-07,Standard Class,PO-18850,Consumer,United States,Irving,Texas,Central,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,3,0.2,7.7679,2014,November,11
6232,US-2017-142188,2017-09-11,2017-09-11,Same Day,JF-15415,Consumer,United States,Seattle,Washington,West,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,177.568,2,0.2,8.8784,2017,September,9
6233,US-2017-142188,2017-09-11,2017-09-11,Same Day,JF-15415,Consumer,United States,Seattle,Washington,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,19.44,3,0.0,9.3312,2017,September,9
6234,US-2017-142188,2017-09-11,2017-09-11,Same Day,JF-15415,Consumer,United States,Seattle,Washington,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,71.28,11,0.0,34.2144,2017,September,9
6235,US-2017-142188,2017-09-11,2017-09-11,Same Day,JF-15415,Consumer,United States,Seattle,Washington,West,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,1471.96,5,0.2,459.9875,2017,September,9
6236,US-2017-142188,2017-09-11,2017-09-11,Same Day,JF-15415,Consumer,United States,Seattle,Washington,West,TEC-PH-10000127,Technology,Phones,iOttie XL Car Mount,79.96,5,0.2,-17.991,2017,September,9
6252,CA-2014-101147,2014-12-02,2014-12-04,First Class,MC-17575,Consumer,United States,Chicago,Illinois,Central,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,2.394,1,0.8,-6.3441,2014,December,12
6253,CA-2014-165806,2014-04-07,2014-04-07,Same Day,VM-21685,Home Office,United States,Marietta,Georgia,South,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,58.32,9,0.0,27.9936,2014,April,4
6254,CA-2014-165806,2014-04-07,2014-04-07,Same Day,VM-21685,Home Office,United States,Marietta,Georgia,South,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,200.97,3,0.0,50.2425,2014,April,4
6257,CA-2015-133977,2015-09-06,2015-09-08,Second Class,AT-10435,Home Office,United States,Tamarac,Florida,South,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,3.444,1,0.7,-2.5256,2015,September,9
6258,CA-2017-141425,2017-11-02,2017-11-06,Second Class,AR-10825,Corporate,United States,Columbus,Ohio,East,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,384.592,2,0.2,-81.7258,2017,November,11
6264,CA-2017-160724,2017-05-05,2017-05-10,Standard Class,YS-21880,Corporate,United States,Columbus,Georgia,South,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,34.5,3,0.0,15.525,2017,May,5
6265,US-2016-115952,2016-10-06,2016-10-06,Same Day,JH-15910,Consumer,United States,Tulsa,Oklahoma,Central,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,28.85,5,0.0,14.425,2016,October,10
6266,CA-2014-146731,2014-11-03,2014-11-08,Standard Class,AT-10735,Consumer,United States,Nashville,Tennessee,South,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",3.488,2,0.2,1.1772,2014,November,11
6267,CA-2014-146731,2014-11-03,2014-11-08,Standard Class,AT-10735,Consumer,United States,Nashville,Tennessee,South,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,143.856,9,0.2,48.5514,2014,November,11
6268,CA-2015-115392,2015-10-01,2015-10-04,Second Class,RM-19675,Home Office,United States,Cambridge,Massachusetts,East,TEC-PH-10002496,Technology,Phones,Cisco SPA301,311.98,2,0.0,93.594,2015,October,10
6269,CA-2015-115392,2015-10-01,2015-10-04,Second Class,RM-19675,Home Office,United States,Cambridge,Massachusetts,East,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,22.45,5,0.0,10.327,2015,October,10
6270,CA-2017-102379,2017-12-02,2017-12-06,Standard Class,BB-11545,Corporate,United States,Oakland,California,West,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,39.992,1,0.2,-7.9984,2017,December,12
6271,CA-2017-102379,2017-12-02,2017-12-06,Standard Class,BB-11545,Corporate,United States,Oakland,California,West,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,1159.056,9,0.2,43.4646,2017,December,12
6272,CA-2017-102379,2017-12-02,2017-12-06,Standard Class,BB-11545,Corporate,United States,Oakland,California,West,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,179.9,5,0.0,44.975,2017,December,12
6273,CA-2017-149706,2017-12-11,2017-12-12,First Class,AS-10285,Corporate,United States,Palatine,Illinois,Central,TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,116.312,7,0.2,23.2624,2017,December,12
6288,CA-2014-100090,2014-07-08,2014-07-12,Standard Class,EB-13705,Corporate,United States,San Francisco,California,West,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,502.488,3,0.2,-87.9354,2014,July,7
6289,CA-2014-100090,2014-07-08,2014-07-12,Standard Class,EB-13705,Corporate,United States,San Francisco,California,West,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",196.704,6,0.2,68.8464,2014,July,7
6292,CA-2017-143756,2017-12-02,2017-12-05,First Class,ME-17725,Consumer,United States,Salem,Virginia,South,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,701.96,2,0.0,168.4704,2017,December,12
6301,US-2014-161305,2014-06-06,2014-06-12,Standard Class,SB-20170,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",24.588,3,0.8,-38.1114,2014,June,6
6302,US-2014-161305,2014-06-06,2014-06-12,Standard Class,SB-20170,Consumer,United States,Chicago,Illinois,Central,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",13.984,2,0.2,4.7196,2014,June,6
6305,CA-2017-107552,2017-05-05,2017-05-05,Same Day,AI-10855,Consumer,United States,New York City,New York,East,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,6.68,1,0.0,3.2064,2017,May,5
6306,CA-2016-163328,2016-11-04,2016-11-06,Second Class,TP-21565,Corporate,United States,Eugene,Oregon,West,OFF-SU-10002301,Office Supplies,Supplies,Serrated Blade or Curved Handle Hand Letter Openers,17.584,7,0.2,-4.1762,2016,November,11
6307,CA-2016-163328,2016-11-04,2016-11-06,Second Class,TP-21565,Corporate,United States,Eugene,Oregon,West,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",104.784,1,0.2,-14.4078,2016,November,11
6308,CA-2016-163328,2016-11-04,2016-11-06,Second Class,TP-21565,Corporate,United States,Eugene,Oregon,West,OFF-PA-10004353,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,47.952,3,0.2,16.7832,2016,November,11
6309,CA-2016-163328,2016-11-04,2016-11-06,Second Class,TP-21565,Corporate,United States,Eugene,Oregon,West,FUR-CH-10000229,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,650.352,3,0.2,-97.5528,2016,November,11
6310,CA-2016-163328,2016-11-04,2016-11-06,Second Class,TP-21565,Corporate,United States,Eugene,Oregon,West,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",629.184,8,0.2,228.0792,2016,November,11
6311,CA-2016-163328,2016-11-04,2016-11-06,Second Class,TP-21565,Corporate,United States,Eugene,Oregon,West,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,15.176,1,0.2,5.3116,2016,November,11
6323,CA-2014-141299,2014-06-03,2014-06-07,Second Class,RB-19795,Home Office,United States,Midland,Michigan,Central,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,15.28,2,0.0,7.4872,2014,June,6
6339,CA-2017-143112,2017-10-05,2017-10-09,Standard Class,TS-21370,Corporate,United States,New York City,New York,East,TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,87.8,4,0.0,43.9,2017,October,10
6340,CA-2017-143112,2017-10-05,2017-10-09,Standard Class,TS-21370,Corporate,United States,New York City,New York,East,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",221.382,2,0.1,2.4598,2017,October,10
6341,CA-2017-143112,2017-10-05,2017-10-09,Standard Class,TS-21370,Corporate,United States,New York City,New York,East,TEC-MA-10001047,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, Magenta",5199.96,4,0.0,1351.9896,2017,October,10
6343,CA-2015-146255,2015-03-07,2015-03-10,First Class,EM-14140,Home Office,United States,Newark,Delaware,East,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,119.85,3,0.0,52.734,2015,March,3
6344,CA-2015-146255,2015-03-07,2015-03-10,First Class,EM-14140,Home Office,United States,Newark,Delaware,East,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",30.44,2,0.0,14.9156,2015,March,3
6345,CA-2015-146255,2015-03-07,2015-03-10,First Class,EM-14140,Home Office,United States,Newark,Delaware,East,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,69.28,2,0.0,33.2544,2015,March,3
6346,CA-2015-146255,2015-03-07,2015-03-10,First Class,EM-14140,Home Office,United States,Newark,Delaware,East,TEC-PH-10001619,Technology,Phones,LG G3,587.97,3,0.0,170.5113,2015,March,3
6348,CA-2015-104486,2015-05-01,2015-05-06,Standard Class,PO-18850,Consumer,United States,San Francisco,California,West,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",12.176,1,0.2,4.4138,2015,May,5
6349,CA-2015-104486,2015-05-01,2015-05-06,Standard Class,PO-18850,Consumer,United States,San Francisco,California,West,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,37.32,3,0.0,10.4496,2015,May,5
6350,CA-2015-104486,2015-05-01,2015-05-06,Standard Class,PO-18850,Consumer,United States,San Francisco,California,West,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",35.06,2,0.0,10.518,2015,May,5
6351,CA-2017-161557,2017-09-03,2017-09-08,Standard Class,AG-10900,Consumer,United States,Dallas,Texas,Central,FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,108.4,5,0.6,-105.69,2017,September,9
6352,CA-2017-161130,2017-11-03,2017-11-08,Standard Class,BF-11275,Corporate,United States,Miami,Florida,South,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,361.376,2,0.2,27.1032,2017,November,11
6354,US-2015-109015,2015-09-06,2015-09-12,Standard Class,BS-11590,Corporate,United States,New York City,New York,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,8.39,1,0.0,2.0975,2015,September,9
6355,US-2015-109015,2015-09-06,2015-09-12,Standard Class,BS-11590,Corporate,United States,New York City,New York,East,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,337.98,2,0.0,101.394,2015,September,9
6366,CA-2017-144848,2017-04-04,2017-04-05,First Class,DS-13030,Home Office,United States,New York City,New York,East,TEC-PH-10004006,Technology,Phones,Panasonic KX - TS880B Telephone,41.22,1,0.0,11.1294,2017,April,4
6367,CA-2017-144848,2017-04-04,2017-04-05,First Class,DS-13030,Home Office,United States,New York City,New York,East,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,240.37,1,0.0,7.2111,2017,April,4
6368,CA-2017-144848,2017-04-04,2017-04-05,First Class,DS-13030,Home Office,United States,New York City,New York,East,TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,119.02,2,0.0,33.3256,2017,April,4
6370,CA-2016-103919,2016-10-03,2016-10-07,Standard Class,TP-21565,Corporate,United States,Grand Prairie,Texas,Central,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",38.08,5,0.6,-29.512,2016,October,10
6372,CA-2017-143035,2017-10-03,2017-10-05,Second Class,CC-12430,Home Office,United States,New York City,New York,East,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,83.92,4,0.0,21.8192,2017,October,10
6373,CA-2017-143035,2017-10-03,2017-10-05,Second Class,CC-12430,Home Office,United States,New York City,New York,East,OFF-AR-10001130,Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",6.63,3,0.0,3.1161,2017,October,10
6374,CA-2017-143035,2017-10-03,2017-10-05,Second Class,CC-12430,Home Office,United States,New York City,New York,East,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,3,0.0,66.9546,2017,October,10
6377,CA-2016-163216,2016-10-07,2016-10-10,First Class,AW-10930,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-LA-10000134,Office Supplies,Labels,Avery 511,4.928,2,0.2,1.7248,2016,October,10
6390,CA-2015-147529,2015-02-07,2015-02-11,Standard Class,DK-12835,Corporate,United States,Springfield,Virginia,South,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,311.15,5,0.0,146.2405,2015,February,2
6391,CA-2015-147529,2015-02-07,2015-02-11,Standard Class,DK-12835,Corporate,United States,Springfield,Virginia,South,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,12.96,2,0.0,6.3504,2015,February,2
6399,CA-2017-151981,2017-08-06,2017-08-12,Standard Class,GM-14455,Home Office,United States,Concord,New Hampshire,East,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",824.95,5,0.0,247.485,2017,August,8
6400,CA-2017-151981,2017-08-06,2017-08-12,Standard Class,GM-14455,Home Office,United States,Concord,New Hampshire,East,OFF-LA-10002195,Office Supplies,Labels,Avery 481,24.64,8,0.0,11.8272,2017,August,8
6401,CA-2017-151981,2017-08-06,2017-08-12,Standard Class,GM-14455,Home Office,United States,Concord,New Hampshire,East,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",227.88,6,0.0,68.364,2017,August,8
6417,CA-2016-111976,2016-03-08,2016-03-12,Standard Class,BD-11620,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,108.576,4,0.4,-25.3344,2016,March,3
6418,CA-2016-111976,2016-03-08,2016-03-12,Standard Class,BD-11620,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,5.984,2,0.2,-1.3464,2016,March,3
6430,CA-2014-165764,2014-11-03,2014-11-07,Standard Class,SH-20395,Consumer,United States,Jacksonville,North Carolina,South,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,25.984,2,0.2,-1.624,2014,November,11
6431,CA-2014-165764,2014-11-03,2014-11-07,Standard Class,SH-20395,Consumer,United States,Jacksonville,North Carolina,South,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,945.036,6,0.4,-299.2614,2014,November,11
6432,CA-2014-165764,2014-11-03,2014-11-07,Standard Class,SH-20395,Consumer,United States,Jacksonville,North Carolina,South,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,14.301,7,0.7,-10.4874,2014,November,11
6433,CA-2014-165764,2014-11-03,2014-11-07,Standard Class,SH-20395,Consumer,United States,Jacksonville,North Carolina,South,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,410.352,3,0.2,-51.294,2014,November,11
6440,CA-2014-166891,2014-10-04,2014-10-06,First Class,CC-12220,Consumer,United States,New York City,New York,East,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",589.41,5,0.1,-6.549,2014,October,10
6446,CA-2015-151785,2015-03-05,2015-03-10,Standard Class,JJ-15445,Consumer,United States,Chicago,Illinois,Central,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,7.104,6,0.2,2.4864,2015,March,3
6447,US-2017-119816,2017-03-04,2017-03-06,Second Class,TT-21460,Home Office,United States,Houston,Texas,Central,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",103.5,5,0.6,-77.625,2017,March,3
6448,US-2017-119816,2017-03-04,2017-03-06,Second Class,TT-21460,Home Office,United States,Houston,Texas,Central,OFF-LA-10002381,Office Supplies,Labels,Avery 497,2.464,1,0.2,0.8624,2017,March,3
6449,US-2017-119816,2017-03-04,2017-03-06,Second Class,TT-21460,Home Office,United States,Houston,Texas,Central,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,8.72,1,0.2,0.654,2017,March,3
6457,CA-2014-110065,2014-08-05,2014-08-11,Standard Class,SP-20650,Corporate,United States,New York City,New York,East,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",135.99,1,0.0,36.7173,2014,August,8
6458,CA-2014-110065,2014-08-05,2014-08-11,Standard Class,SP-20650,Corporate,United States,New York City,New York,East,OFF-AR-10004165,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",15.96,7,0.0,7.0224,2014,August,8
6468,CA-2016-163804,2016-12-02,2016-12-08,Standard Class,DB-13270,Home Office,United States,Providence,Rhode Island,East,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,2079.4,5,0.0,582.232,2016,December,12
6469,CA-2016-163804,2016-12-02,2016-12-08,Standard Class,DB-13270,Home Office,United States,Providence,Rhode Island,East,TEC-PH-10000441,Technology,Phones,VTech DS6151,629.95,5,0.0,176.386,2016,December,12
6470,CA-2016-163804,2016-12-02,2016-12-08,Standard Class,DB-13270,Home Office,United States,Providence,Rhode Island,East,FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,72.42,6,0.0,23.8986,2016,December,12
6473,CA-2014-151897,2014-06-06,2014-06-10,Standard Class,VT-21700,Home Office,United States,Houston,Texas,Central,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,100.24,10,0.2,33.831,2014,June,6
6476,CA-2017-140872,2017-06-03,2017-06-10,Standard Class,NR-18550,Consumer,United States,Pembroke Pines,Florida,South,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,4.554,3,0.7,-3.4914,2017,June,6
6477,CA-2017-140872,2017-06-03,2017-06-10,Standard Class,NR-18550,Consumer,United States,Pembroke Pines,Florida,South,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",5.2,2,0.2,0.585,2017,June,6
6478,CA-2017-140872,2017-06-03,2017-06-10,Standard Class,NR-18550,Consumer,United States,Pembroke Pines,Florida,South,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,205.992,1,0.2,-2.5749,2017,June,6
6479,CA-2017-140872,2017-06-03,2017-06-10,Standard Class,NR-18550,Consumer,United States,Pembroke Pines,Florida,South,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,15.552,3,0.2,5.4432,2017,June,6
6480,CA-2017-140872,2017-06-03,2017-06-10,Standard Class,NR-18550,Consumer,United States,Pembroke Pines,Florida,South,TEC-PH-10000441,Technology,Phones,VTech DS6151,503.96,5,0.2,50.396,2017,June,6
6481,CA-2017-140872,2017-06-03,2017-06-10,Standard Class,NR-18550,Consumer,United States,Pembroke Pines,Florida,South,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",24.472,7,0.2,1.8354,2017,June,6
6482,CA-2017-140872,2017-06-03,2017-06-10,Standard Class,NR-18550,Consumer,United States,Pembroke Pines,Florida,South,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,241.568,2,0.2,0.0,2017,June,6
6483,CA-2017-140872,2017-06-03,2017-06-10,Standard Class,NR-18550,Consumer,United States,Pembroke Pines,Florida,South,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,110.4,2,0.2,-4.14,2017,June,6
6484,CA-2017-113908,2017-06-03,2017-06-09,Standard Class,KN-16390,Corporate,United States,New York City,New York,East,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",384.768,2,0.4,-115.4304,2017,June,6
6485,CA-2017-113908,2017-06-03,2017-06-09,Standard Class,KN-16390,Corporate,United States,New York City,New York,East,TEC-MA-10003173,Technology,Machines,Hewlett-Packard 300S Scientific Calculator,78.66,6,0.0,36.1836,2017,June,6
6486,CA-2017-113908,2017-06-03,2017-06-09,Standard Class,KN-16390,Corporate,United States,New York City,New York,East,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,45.36,4,0.0,22.2264,2017,June,6
6502,CA-2014-129147,2014-11-02,2014-11-06,Standard Class,LC-17050,Consumer,United States,Medina,Ohio,East,TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,539.964,6,0.4,-107.9928,2014,November,11
